file_name,duration(seconds),call_id,agent_name
99542350287.wav,146,3050,George
95287924347.wav,85,3026,Lisa
91270333797.wav,155,3015,Donald
96752791419.wav,182,3008,Mark
90232863364.wav,138,3025,Margaret
96795275135.wav,136,3039,Margaret
92258618703.wav,60,3008,Patricia
93441403524.wav,272,3002,Margaret
99691274834.wav,367,3018,Anthony
92396033568.wav,135,3048,Andrew
94134340861.wav,319,3001,John
93465793714.wav,12,3047,Sarah
92651671250.wav,345,3046,George
94191196541.wav,155,3038,Matthew
92061653815.wav,299,3003,Andrew
92125258816.wav,336,3038,Kenneth
91489178478.wav,293,3045,Carol
93758740944.wav,244,3043,Lisa
97095525602.wav,72,3009,William
96625925648.wav,161,3036,Daniel
94849721736.wav,100,3019,Linda
92609559117.wav,97,3034,Ashley
95687462285.wav,253,3022,Kenneth
94882721223.wav,353,3017,Jessica
93354422629.wav,143,3041,Donald
92019234510.wav,12,3010,Barbara
96684526655.wav,179,3013,Michelle
99548927413.wav,198,3049,Anthony
97723184811.wav,16,3017,Anthony
96928717344.wav,55,3034,Steven
92237031748.wav,377,3025,George
94075202727.wav,188,3023,Amanda
97889035636.wav,111,3005,William
91738818083.wav,352,3026,George
97261572770.wav,228,3005,Margaret
91990506164.wav,386,3008,Carol
93868810813.wav,396,3044,Joseph
91755102375.wav,84,3024,George
91575470392.wav,318,3019,Betty
93516454724.wav,152,3007,Betty
98764104300.wav,237,3024,Sandra
91499412801.wav,342,3003,Amanda
98046652054.wav,341,3027,Emily
90974605292.wav,351,3012,Kenneth
99927763138.wav,327,3026,Brian
99076519271.wav,166,3007,William
91440391374.wav,299,3034,Emily
95228814263.wav,127,3019,Melissa
91419616267.wav,119,3026,Richard
92864555305.wav,99,3045,Joseph
99434124624.wav,215,3002,Brian
94736843217.wav,4,3046,David
92726128443.wav,125,3026,Charles
99933802836.wav,218,3036,Kenneth
92846707292.wav,150,3018,Susan
95845918469.wav,263,3046,Jessica
91800477738.wav,386,3001,Sandra
95195205078.wav,267,3005,William
99636019828.wav,13,3047,Kimberly
95686365193.wav,39,3016,John
92730377122.wav,56,3045,Donna
99289068566.wav,92,3044,Andrew
99030144048.wav,207,3049,Robert
96912552107.wav,256,3027,Robert
98442315724.wav,286,3002,Sarah
98564811318.wav,183,3028,Christopher
95678097886.wav,143,3014,George
91707435934.wav,237,3047,Ashley
99943071842.wav,203,3039,Mark
93738733600.wav,97,3046,John
94569576888.wav,393,3012,Paul
90192508117.wav,188,3012,Mark
97403352245.wav,18,3038,Jessica
93204329063.wav,62,3032,Carol
97903387136.wav,8,3015,Karen
98974947643.wav,378,3004,Kimberly
93259918962.wav,295,3021,Paul
91751717002.wav,392,3012,Jessica
90548330282.wav,162,3000,Amanda
93389774529.wav,254,3047,Sandra
96975277345.wav,252,3020,Barbara
95124805150.wav,214,3039,Christopher
96376427021.wav,253,3040,Emily
93400320910.wav,211,3037,Joseph
93494253596.wav,228,3047,Donald
92547934423.wav,338,3022,John
91143990351.wav,96,3011,Carol
94420678915.wav,164,3025,William
93556853481.wav,87,3050,William
96202379382.wav,99,3014,Steven
99049787954.wav,364,3011,Anthony
99133605226.wav,157,3034,Kimberly
94919426422.wav,99,3036,Donna
98115430891.wav,1,3045,Linda
94728806604.wav,276,3005,Robert
98835448011.wav,206,3047,Margaret
94346681940.wav,126,3015,Lisa
91273821546.wav,343,3036,Karen
91314673299.wav,102,3022,Susan
97699738674.wav,131,3027,Joshua
96122569682.wav,10,3025,Donna
92049666084.wav,165,3013,Barbara
91383644541.wav,39,3003,Ashley
96447880680.wav,176,3003,Nancy
93968365384.wav,78,3032,Michael
98429019313.wav,82,3039,Paul
98548367095.wav,6,3050,Dorothy
94822585813.wav,161,3008,Barbara
90635055829.wav,216,3013,Thomas
93773875351.wav,91,3030,Anthony
98480601157.wav,115,3029,Michael
94103162597.wav,135,3042,Betty
99794554496.wav,287,3028,Michael
92659588362.wav,244,3035,Charles
97396999454.wav,384,3008,Kevin
90290476530.wav,113,3030,George
96412871532.wav,153,3008,Sandra
99381785096.wav,300,3021,Matthew
98164870297.wav,387,3004,Sarah
91104197996.wav,328,3040,Christopher
94141966599.wav,292,3012,Kevin
90609414489.wav,355,3007,Patricia
93110663543.wav,167,3041,Nancy
94996497320.wav,193,3006,Ashley
94854913869.wav,52,3043,Donna
92062723654.wav,70,3004,Paul
99576474733.wav,34,3035,Daniel
92856994360.wav,5,3037,Margaret
99033977806.wav,106,3017,Dorothy
93347453906.wav,371,3048,Steven
96816884504.wav,128,3026,Patricia
94383643005.wav,72,3028,Linda
95240983355.wav,311,3043,Emily
91283597801.wav,392,3017,Anthony
95750857544.wav,120,3034,Daniel
97059396953.wav,134,3011,Linda
99812210443.wav,85,3047,Ashley
99783562249.wav,269,3017,John
96433813657.wav,218,3028,George
96480787893.wav,379,3046,Kimberly
90096239233.wav,178,3035,Karen
99008003817.wav,266,3040,Michael
95878006529.wav,144,3026,Nancy
90330079054.wav,277,3002,Karen
97845781424.wav,3,3038,Emily
95302188008.wav,161,3044,David
95916367051.wav,187,3018,Michelle
99576247509.wav,119,3042,Thomas
97005153879.wav,365,3019,Emily
94431604163.wav,58,3032,Carol
91034787324.wav,283,3036,Kimberly
99769971199.wav,382,3035,Daniel
97989697351.wav,96,3016,Ashley
94368691816.wav,314,3009,Kimberly
92576173692.wav,116,3018,Jessica
90972953915.wav,26,3005,David
91564189253.wav,95,3046,Kevin
93979002115.wav,290,3027,Patricia
94939471105.wav,290,3035,Nancy
99567497409.wav,371,3025,Barbara
95086952086.wav,175,3042,Kevin
90750324096.wav,138,3034,Kenneth
96009414804.wav,330,3030,Amanda
99099708453.wav,264,3003,Amanda
98103628802.wav,365,3022,Paul
90259330389.wav,234,3001,Margaret
90674030031.wav,160,3001,Steven
90072712727.wav,67,3037,Donna
90947384364.wav,277,3000,Mary
97687033202.wav,330,3011,Richard
99705489190.wav,291,3033,Nancy
93118375384.wav,208,3032,Paul
90702281500.wav,330,3037,Matthew
96728308229.wav,122,3034,Kimberly
94824783725.wav,295,3024,Carol
97528772302.wav,218,3035,Kimberly
93838347981.wav,65,3043,Charles
98611710871.wav,142,3024,Anthony
95156305065.wav,183,3043,Kenneth
93699418861.wav,96,3006,Betty
97766478016.wav,8,3011,Donna
95014308931.wav,332,3010,Richard
99526322865.wav,53,3022,Elizabeth
92915271243.wav,119,3025,Carol
96725717783.wav,25,3028,Linda
95438045053.wav,87,3040,Richard
96313133245.wav,360,3013,Patricia
94957548599.wav,289,3012,Joshua
94920385253.wav,319,3009,Sarah
99654905035.wav,170,3020,Mark
95239882420.wav,376,3003,Kenneth
96767592103.wav,80,3000,Sarah
96936742134.wav,140,3000,Mary
92368115580.wav,123,3027,Mary
91283114071.wav,229,3026,Karen
93304534797.wav,353,3042,Carol
97806880875.wav,247,3020,Kevin
93263622179.wav,233,3047,Daniel
94438228017.wav,285,3017,Donald
