file_name,duration(seconds),call_id,agent_name
97647109913.wav,195,3011,George
98165438553.wav,254,3037,Amanda
98365364192.wav,385,3048,Ashley
92575692966.wav,290,3041,Michelle
94214430381.wav,302,3032,David
97509695738.wav,56,3036,Mary
96530063226.wav,77,3003,Richard
90532974336.wav,44,3019,Elizabeth
90335542698.wav,361,3040,Brian
95430606580.wav,226,3037,Carol
90964950845.wav,334,3024,Sarah
95425873873.wav,175,3002,Betty
99356896147.wav,19,3033,John
98109458790.wav,304,3002,Lisa
98989775021.wav,81,3011,Elizabeth
91447997509.wav,110,3008,Amanda
95141118971.wav,179,3007,Michael
97118813314.wav,123,3037,John
95339101750.wav,62,3046,Elizabeth
91305365213.wav,333,3023,Kevin
92380909395.wav,63,3032,Matthew
91903113168.wav,49,3040,Christopher
90176129634.wav,323,3035,Matthew
95031454297.wav,292,3028,Kevin
94847010767.wav,356,3020,Sarah
90967989714.wav,259,3035,Donna
95771259178.wav,249,3026,Margaret
93620195546.wav,94,3045,Christopher
95048485459.wav,199,3028,Carol
92451523857.wav,376,3025,Linda
93867802353.wav,391,3004,Joshua
99255817973.wav,220,3005,Lisa
98153799855.wav,272,3026,Robert
92277208973.wav,192,3026,Kenneth
98262024607.wav,249,3024,Kimberly
90821985597.wav,83,3042,Christopher
93236223398.wav,78,3007,Patricia
99720580165.wav,78,3040,Patricia
96417839236.wav,68,3011,Paul
91899746296.wav,174,3033,Steven
96424541466.wav,163,3023,Susan
99011797032.wav,380,3010,Brian
94699168174.wav,368,3044,Barbara
90741704543.wav,246,3045,Barbara
96086033805.wav,31,3021,Robert
97766023180.wav,328,3025,Michael
99036924334.wav,149,3040,Emily
98266499239.wav,32,3030,Kevin
92842183505.wav,10,3028,Mary
96171781902.wav,233,3000,Robert
91053023704.wav,129,3049,Linda
92809856396.wav,380,3006,Ashley
99755058225.wav,229,3049,Sandra
99803544206.wav,358,3049,Ashley
98000538444.wav,250,3031,Joseph
91738249544.wav,149,3020,Carol
99920153443.wav,189,3032,Matthew
95951701173.wav,136,3002,Emily
94979773584.wav,191,3024,Mary
92674449595.wav,51,3046,Elizabeth
97216260404.wav,313,3048,William
96225126233.wav,266,3038,Donald
95091125092.wav,117,3002,Kevin
90020597947.wav,296,3002,Amanda
98295120575.wav,121,3034,Kenneth
94122742253.wav,106,3032,Sandra
92329735704.wav,53,3029,Robert
97625502107.wav,244,3000,Brian
99122625589.wav,288,3026,Elizabeth
95582518980.wav,64,3027,Joshua
96118882675.wav,304,3041,Joseph
99791095053.wav,324,3008,Karen
91401398458.wav,355,3040,Dorothy
97359660614.wav,254,3036,Christopher
99864972775.wav,187,3025,Donald
99933505173.wav,62,3006,Steven
91419721195.wav,252,3050,Daniel
96814522012.wav,314,3039,Mary
93707362805.wav,91,3010,Thomas
97239806249.wav,186,3039,Brian
96020467492.wav,60,3040,Joseph
93184013612.wav,283,3003,David
99459571464.wav,30,3015,William
92654527785.wav,260,3043,Linda
96904226112.wav,272,3004,Brian
97270544845.wav,364,3050,Steven
93957558807.wav,221,3015,David
99073987537.wav,387,3009,Michael
98437695290.wav,191,3039,Margaret
93085839823.wav,102,3049,Emily
93509073614.wav,265,3012,Richard
98736161090.wav,115,3018,Susan
92471047598.wav,361,3021,Michelle
95620554484.wav,156,3033,Mark
99079877613.wav,83,3043,Elizabeth
90774734711.wav,97,3033,Donna
93985249028.wav,189,3042,David
98274299365.wav,46,3001,Andrew
94226216325.wav,150,3009,Melissa
90170433376.wav,284,3006,Linda
93157874841.wav,304,3014,Steven
93018913217.wav,174,3046,Michelle
91630186416.wav,194,3024,David
90985694839.wav,35,3047,Mary
99145579267.wav,307,3046,Susan
92716770211.wav,346,3037,Paul
98717138973.wav,332,3002,Paul
98968791274.wav,257,3039,Lisa
99721947553.wav,135,3050,Dorothy
95813313684.wav,242,3041,Elizabeth
91553656319.wav,206,3015,Sandra
95720035818.wav,244,3050,Jessica
91587171534.wav,168,3029,George
97280592596.wav,170,3026,Kenneth
93323721994.wav,66,3016,Ashley
90552232611.wav,251,3030,Daniel
95467991045.wav,25,3037,Carol
97605829585.wav,44,3002,Brian
97756948104.wav,236,3021,Joshua
92000018456.wav,96,3046,Richard
94518659388.wav,379,3021,Betty
94211093137.wav,185,3014,Betty
97984197623.wav,118,3040,Richard
94184417828.wav,60,3031,Donna
91250497218.wav,312,3016,Emily
92590559718.wav,188,3016,Linda
97469463211.wav,399,3000,Mary
94620098337.wav,348,3013,Brian
95905573391.wav,177,3012,Emily
99535904778.wav,53,3036,Karen
90192043725.wav,36,3022,Mary
92087298889.wav,6,3015,Matthew
94053104598.wav,263,3009,George
94343622475.wav,114,3028,Amanda
96432736490.wav,260,3035,Daniel
98847402699.wav,289,3043,Barbara
96677462642.wav,229,3019,Steven
93497758528.wav,122,3011,George
90752989399.wav,23,3046,Carol
95820785404.wav,216,3028,Joseph
92374030269.wav,64,3002,Joseph
99201936955.wav,357,3028,Jessica
90019837770.wav,310,3012,Charles
96535969849.wav,321,3041,Lisa
93810672826.wav,104,3015,Kevin
95114632880.wav,288,3035,Donald
98820192751.wav,351,3041,Jennifer
97796340089.wav,391,3049,Richard
99528243633.wav,69,3022,Charles
95911457069.wav,89,3008,Patricia
94940427979.wav,300,3042,Brian
96365772340.wav,372,3023,Joseph
90779876531.wav,179,3008,Thomas
92055120732.wav,214,3008,William
96227069248.wav,304,3036,Barbara
95279045199.wav,326,3020,Richard
95352973372.wav,231,3002,Patricia
91225067392.wav,68,3040,Andrew
90412713922.wav,190,3037,Thomas
96533298253.wav,300,3018,Betty
96424993093.wav,148,3007,Carol
94130621502.wav,370,3022,Nancy
91929069566.wav,97,3040,Lisa
94896819574.wav,296,3012,Karen
95634061185.wav,156,3009,George
96834477852.wav,85,3032,Andrew
91407832026.wav,244,3041,Elizabeth
95495057934.wav,30,3026,Mark
98330819513.wav,350,3050,Paul
95496991767.wav,292,3029,Michael
92361210968.wav,206,3010,Patricia
98608941158.wav,237,3016,Betty
