file_name,duration(seconds),call_id,agent_name
98788757127.wav,293,3028,Anthony
92095984847.wav,286,3040,Sarah
96475621535.wav,177,3043,Kimberly
92601370889.wav,87,3019,Elizabeth
91083540842.wav,194,3011,Ashley
92053881211.wav,252,3006,Brian
95540382644.wav,54,3044,Donna
98211515356.wav,94,3009,Anthony
98568893583.wav,324,3027,Kenneth
95830492831.wav,323,3013,Mark
98362339175.wav,209,3045,Linda
93358880316.wav,8,3011,Patricia
97695301851.wav,339,3039,Ashley
97537020624.wav,18,3023,Joseph
93521489775.wav,260,3027,Matthew
91991080079.wav,127,3022,Jennifer
95271889415.wav,126,3009,Richard
90410476402.wav,266,3006,Betty
91088848361.wav,218,3043,David
92789168392.wav,297,3031,Betty
92025471596.wav,69,3032,Brian
98673154438.wav,167,3024,Lisa
90607517869.wav,300,3037,John
93422959628.wav,352,3049,Mark
90705525906.wav,151,3047,Matthew
95896486921.wav,112,3024,Betty
90695374712.wav,70,3006,Jessica
94085979908.wav,108,3013,Michael
99593813465.wav,304,3010,Sandra
91480177938.wav,182,3019,Brian
96548593466.wav,177,3016,Dorothy
94611197397.wav,207,3018,Michelle
93957732522.wav,306,3011,Steven
95358555020.wav,63,3033,Donald
92685912229.wav,251,3031,Patricia
94046768396.wav,345,3042,Nancy
90512554077.wav,74,3000,Jessica
99035036335.wav,131,3018,Christopher
91179029361.wav,153,3046,Karen
95166551602.wav,265,3049,Mark
99110754985.wav,261,3004,Matthew
93180606040.wav,42,3047,Karen
95507755132.wav,396,3030,Kevin
92655142291.wav,37,3003,Susan
96619296674.wav,141,3011,Susan
94955604256.wav,359,3000,Susan
92198854440.wav,268,3004,Kimberly
91240931221.wav,87,3007,Robert
97091713559.wav,215,3025,Jessica
99684789374.wav,263,3031,Anthony
93222235714.wav,245,3029,Christopher
95972294644.wav,8,3034,Elizabeth
94660361400.wav,233,3013,Linda
99662966930.wav,153,3032,Thomas
97558064186.wav,8,3044,Robert
99896640184.wav,167,3024,Richard
93581003704.wav,294,3047,Richard
98963092102.wav,106,3018,George
96256582563.wav,173,3002,Mark
96328681999.wav,290,3032,Ashley
91040664537.wav,266,3047,Lisa
95899535060.wav,234,3037,Joshua
95292581618.wav,320,3043,Elizabeth
98330501516.wav,247,3010,Betty
98660966320.wav,354,3004,Charles
92768407414.wav,47,3034,Kenneth
94884001954.wav,354,3045,Carol
92225709463.wav,173,3014,Emily
99121757134.wav,326,3001,Mary
96791316475.wav,341,3009,Sandra
99256901162.wav,376,3035,Patricia
91615666811.wav,78,3029,Robert
92734409866.wav,277,3017,Nancy
98382762618.wav,77,3048,Sandra
92788569078.wav,5,3013,David
92820544449.wav,246,3022,Margaret
95280406409.wav,60,3010,Kimberly
96364499424.wav,249,3042,Thomas
99493169018.wav,216,3004,Susan
97573015527.wav,359,3044,George
99635039424.wav,83,3048,Lisa
