file_name,duration(seconds),call_id,agent_name
95277126666.wav,136,3036,Andrew
97511117357.wav,243,3016,Mark
97831876821.wav,362,3009,Steven
97929781346.wav,317,3042,Robert
90728845069.wav,263,3024,Ashley
96017889592.wav,390,3004,Margaret
91771012835.wav,325,3030,Melissa
97901758971.wav,223,3036,George
94079993723.wav,26,3024,Margaret
97178445499.wav,338,3010,Sarah
97976800640.wav,223,3009,Carol
93599856315.wav,40,3005,Andrew
98629227737.wav,382,3049,Paul
96449706459.wav,363,3022,Anthony
93275499816.wav,133,3049,Kevin
96635389449.wav,93,3038,Dorothy
97180851176.wav,146,3024,Thomas
96465976738.wav,299,3033,Betty
97330793523.wav,357,3033,Betty
98965485347.wav,246,3004,Christopher
95960226082.wav,273,3013,Dorothy
98341793666.wav,127,3039,Joseph
93480989094.wav,271,3008,Melissa
96530759840.wav,17,3007,Linda
99827914334.wav,44,3050,Kevin
99504477631.wav,272,3014,Elizabeth
92068867927.wav,354,3036,Robert
90441485237.wav,311,3012,Patricia
97443887582.wav,364,3042,Richard
99188701844.wav,384,3028,Jessica
98951378001.wav,174,3031,Dorothy
99099975356.wav,285,3032,Richard
98125592578.wav,319,3050,David
92825702062.wav,335,3004,Paul
96434916627.wav,364,3003,Christopher
94049806584.wav,241,3045,Elizabeth
91300575102.wav,180,3020,Anthony
94493025490.wav,108,3000,Brian
95474809864.wav,213,3049,Michael
96860829898.wav,382,3035,Andrew
97742868395.wav,254,3010,Ashley
90763352930.wav,100,3023,Donna
93582888804.wav,128,3014,George
98224375651.wav,123,3005,Joseph
92651291670.wav,89,3007,Brian
95009272809.wav,111,3015,Sandra
96197878559.wav,308,3004,Mary
91253960872.wav,371,3050,Nancy
99030937001.wav,95,3049,Kevin
92454187345.wav,369,3035,Amanda
98332636364.wav,212,3006,Kevin
98918610062.wav,104,3013,Sandra
97807115106.wav,310,3040,Jessica
93197389826.wav,46,3012,Kimberly
91774668972.wav,260,3046,Mark
99837441342.wav,200,3029,Christopher
92019491892.wav,341,3014,Matthew
93988654639.wav,73,3021,Amanda
98523415123.wav,172,3025,Elizabeth
91362984770.wav,351,3028,Andrew
90549245663.wav,156,3041,Michelle
99317074340.wav,128,3037,Sandra
94715828704.wav,329,3033,Karen
93589703729.wav,364,3005,Michael
92229268052.wav,365,3045,Robert
97731103113.wav,113,3040,Jessica
93986984549.wav,389,3020,Nancy
99382057292.wav,258,3005,Mark
95077543265.wav,253,3004,Patricia
96307433934.wav,398,3026,Andrew
99093270608.wav,345,3043,Mark
95148038779.wav,26,3002,Elizabeth
99517052218.wav,223,3001,Nancy
92655790651.wav,257,3028,Kevin
