file_name,duration(seconds),call_id,agent_name
93294241413.wav,311,3027,Steven
92684169058.wav,238,3000,Joseph
96380365467.wav,332,3049,Kevin
93389255997.wav,317,3036,Christopher
97748361758.wav,136,3042,Melissa
98794513720.wav,186,3032,Brian
91890429402.wav,275,3003,Mary
95067482990.wav,330,3042,Thomas
91647844051.wav,385,3031,Paul
99738818177.wav,12,3029,Elizabeth
94579902672.wav,136,3015,Richard
96353566601.wav,35,3004,Karen
92854451277.wav,278,3007,John
98266897340.wav,291,3001,William
92647688695.wav,122,3025,Karen
94461865280.wav,197,3016,Jennifer
93152131299.wav,203,3009,Michael
99665874613.wav,387,3012,Dorothy
92207261261.wav,369,3038,Barbara
97096390338.wav,160,3027,Amanda
93860066218.wav,158,3044,Richard
92907261888.wav,397,3023,George
93522998038.wav,49,3022,Richard
93891217554.wav,222,3048,Kevin
93973334839.wav,48,3029,Christopher
92445831123.wav,89,3007,Ashley
95417955663.wav,58,3022,David
98755624254.wav,378,3002,Anthony
95526579348.wav,208,3043,John
98734186893.wav,187,3006,Matthew
96916096421.wav,104,3021,Barbara
97738992592.wav,239,3040,Daniel
92851035072.wav,359,3032,Lisa
90963128643.wav,343,3024,Daniel
97750982801.wav,196,3028,Jessica
93205083930.wav,285,3021,Robert
91439194079.wav,340,3012,Carol
92540651137.wav,13,3006,Amanda
97233413231.wav,338,3038,Kenneth
97995917287.wav,166,3022,Ashley
97566896156.wav,293,3042,Nancy
94738319442.wav,42,3031,Kevin
95785626466.wav,264,3046,Karen
93297393905.wav,20,3003,Susan
97709788469.wav,263,3017,Nancy
96630929291.wav,354,3036,Margaret
96828224758.wav,369,3049,Jessica
93231195543.wav,235,3018,Dorothy
91885702067.wav,262,3013,George
90391983625.wav,135,3035,Kimberly
98729071876.wav,219,3015,Margaret
92103536944.wav,61,3030,Anthony
98893585662.wav,339,3003,Ashley
94766963314.wav,40,3008,Mary
96013719241.wav,99,3012,Mark
98806136602.wav,359,3049,William
90741131858.wav,76,3027,Donna
97198298075.wav,251,3021,Jessica
94825507553.wav,258,3002,Andrew
90463808748.wav,287,3034,David
94745523612.wav,301,3041,Dorothy
95509742274.wav,265,3036,Michelle
92252738950.wav,374,3040,Joseph
96038158115.wav,195,3024,Mary
94203050436.wav,179,3004,Sandra
95353640292.wav,25,3000,Lisa
95039114078.wav,376,3029,Anthony
92610437172.wav,49,3024,Daniel
91501816492.wav,331,3038,Kimberly
94140092700.wav,135,3012,Amanda
92903859092.wav,326,3024,Amanda
95847896710.wav,26,3049,Steven
95865138100.wav,166,3041,Ashley
95432020745.wav,228,3029,Michelle
91098711637.wav,310,3029,Paul
91166342530.wav,34,3033,Paul
94440071067.wav,386,3029,Joseph
92414030862.wav,164,3027,Matthew
97610536720.wav,176,3007,Betty
98879841321.wav,279,3026,Michelle
98557805019.wav,84,3018,Richard
94312203043.wav,130,3028,Nancy
92728270988.wav,193,3038,Donna
99491270245.wav,216,3049,Melissa
91195322350.wav,169,3000,Carol
91974084918.wav,240,3021,Elizabeth
99270799600.wav,225,3021,Patricia
98723303270.wav,354,3032,Daniel
98483402090.wav,399,3024,Carol
94474419604.wav,241,3047,Amanda
97782482997.wav,37,3015,Kenneth
92148123053.wav,245,3039,Kevin
93012729181.wav,84,3035,Donald
98917550969.wav,320,3047,Charles
96612374343.wav,138,3036,Dorothy
97529433066.wav,100,3013,Joshua
96030543501.wav,383,3021,Michelle
97745110121.wav,182,3012,Emily
94247902036.wav,54,3030,Mary
94179512707.wav,53,3026,Joseph
92154915720.wav,146,3023,Michelle
98318161296.wav,381,3016,Nancy
90363659582.wav,36,3030,John
92687276053.wav,47,3002,Linda
96820678798.wav,391,3014,Michael
93795344828.wav,141,3012,Joshua
96411758685.wav,330,3021,Dorothy
94516235023.wav,120,3031,Lisa
93966479681.wav,294,3023,Michelle
99261339886.wav,8,3034,Steven
99011423393.wav,28,3025,Amanda
97858287748.wav,7,3022,David
97500006820.wav,233,3044,Margaret
91661325389.wav,231,3002,Patricia
95323947067.wav,150,3021,Emily
92243852658.wav,6,3005,Christopher
96027840572.wav,111,3026,Karen
99688182636.wav,34,3017,George
96018118701.wav,352,3003,Sandra
92041185967.wav,19,3041,Richard
90997934263.wav,209,3033,Lisa
92550537422.wav,172,3028,Emily
91509358823.wav,26,3032,Robert
96977964383.wav,133,3048,Brian
94483233606.wav,114,3039,Robert
99567470175.wav,154,3027,Susan
96588528744.wav,234,3021,Kevin
93370164915.wav,4,3006,Lisa
98512988737.wav,125,3049,Margaret
91299119937.wav,251,3027,Michelle
93864462448.wav,141,3010,Richard
93193320717.wav,238,3022,Brian
93416559471.wav,40,3022,David
97651162261.wav,277,3030,Linda
94047176419.wav,382,3047,John
96666010906.wav,18,3004,William
96922088876.wav,185,3019,Jennifer
98080456493.wav,21,3015,Steven
94856613438.wav,86,3012,Daniel
99735087504.wav,58,3039,Jennifer
97555281791.wav,156,3021,John
98282948575.wav,15,3028,Jennifer
97927585651.wav,25,3023,Sandra
92339064866.wav,20,3034,Nancy
94583313291.wav,86,3029,Andrew
96653232861.wav,290,3027,Karen
95828096346.wav,260,3033,Michael
92251674681.wav,98,3010,Donna
95014683379.wav,219,3039,Donna
95493952661.wav,259,3050,Anthony
94591712261.wav,275,3014,Joshua
99328625338.wav,62,3040,Kimberly
91354754707.wav,216,3015,Donald
97819489734.wav,336,3022,Elizabeth
93911524988.wav,1,3046,Emily
94214773973.wav,82,3027,Melissa
95875702602.wav,161,3004,Margaret
95033238776.wav,366,3017,Charles
99216963832.wav,365,3036,Jennifer
98832714942.wav,116,3044,George
97563658115.wav,283,3049,Charles
92234970309.wav,35,3006,Joshua
90048118325.wav,200,3007,Brian
90694915264.wav,37,3034,Daniel
91276331345.wav,85,3037,Robert
90138084801.wav,121,3011,Robert
98427617313.wav,209,3042,Joshua
97831982094.wav,222,3050,Nancy
97906416713.wav,335,3049,Christopher
98546594180.wav,265,3047,Richard
90688863725.wav,63,3041,Betty
92501515291.wav,252,3033,Joseph
97070784021.wav,278,3000,Robert
98000945799.wav,283,3038,Jessica
93614071534.wav,398,3034,Patricia
94749644034.wav,167,3017,Nancy
95758853974.wav,131,3025,Paul
94148203193.wav,391,3046,Jennifer
95335252348.wav,69,3043,Mary
94682911559.wav,64,3001,Andrew
95377724193.wav,177,3023,Sandra
92196406127.wav,130,3031,Kimberly
98874606318.wav,245,3009,Karen
91361626487.wav,49,3042,Margaret
96270446790.wav,140,3039,Thomas
93642501173.wav,257,3002,Michael
90789209783.wav,143,3003,John
92335804128.wav,109,3030,Linda
99994182563.wav,380,3013,Sandra
98386790085.wav,155,3046,William
95508478323.wav,285,3007,George
98090993632.wav,354,3016,Steven
92220164101.wav,331,3040,Kimberly
99074401987.wav,182,3002,Mary
95440367870.wav,211,3025,Melissa
91874942289.wav,228,3041,John
99817820355.wav,277,3034,Kimberly
90026183761.wav,28,3006,Donald
95421039513.wav,308,3019,Charles
