file_name,duration(seconds),call_id,agent_name
93729376797.wav,76,3008,Donald
90980194506.wav,29,3043,Charles
97528601914.wav,394,3019,Karen
94804138162.wav,352,3046,Melissa
97838629760.wav,30,3043,Michelle
95746599886.wav,182,3047,Dorothy
98855587860.wav,296,3042,Nancy
99290914427.wav,257,3006,Lisa
93079848660.wav,19,3045,Betty
90738914196.wav,158,3028,Matthew
92571144593.wav,33,3029,Sarah
90247640728.wav,232,3014,George
90856857579.wav,12,3047,Donald
99348949065.wav,80,3017,Ashley
97350863784.wav,247,3039,Melissa
90270975630.wav,260,3050,Steven
91140775780.wav,241,3044,Christopher
94033041046.wav,9,3014,Emily
90394804400.wav,44,3032,Kevin
99933624551.wav,149,3027,Donald
93479169707.wav,333,3009,Emily
95524679385.wav,11,3010,Donald
93282016337.wav,270,3040,John
93987030090.wav,380,3029,Charles
96405763304.wav,377,3006,Carol
96729360375.wav,152,3002,Patricia
97632713711.wav,92,3022,Paul
98933151600.wav,340,3039,Brian
98647798175.wav,220,3020,Michael
92470311521.wav,382,3014,George
95087252440.wav,251,3020,Kimberly
99678663602.wav,117,3033,Nancy
95604684899.wav,216,3040,Robert
97613103660.wav,242,3017,Anthony
96264839819.wav,324,3009,Elizabeth
94486707728.wav,332,3030,Donna
98153398441.wav,334,3029,Donna
95108397434.wav,195,3022,Jessica
99045550518.wav,307,3040,Ashley
95674403623.wav,4,3046,Dorothy
93419086541.wav,115,3044,Steven
96466261182.wav,223,3043,Andrew
98721065374.wav,41,3028,Karen
93346726778.wav,221,3019,Michelle
98700399729.wav,238,3040,Ashley
91079545323.wav,164,3010,Kevin
90143623091.wav,158,3017,Emily
96348934321.wav,228,3028,Carol
97560804667.wav,188,3011,Brian
95357109070.wav,71,3026,Brian
92551724872.wav,263,3043,Karen
92080449251.wav,247,3018,Mary
92689147741.wav,336,3023,Dorothy
90849244007.wav,160,3016,David
97133729131.wav,182,3047,Kenneth
92350794026.wav,212,3014,Nancy
97088442383.wav,91,3046,Kenneth
90008611275.wav,110,3011,Kevin
92292813472.wav,7,3016,John
94673912368.wav,126,3032,Charles
94562706505.wav,121,3022,Donna
98491508546.wav,211,3045,Donald
91458694345.wav,225,3037,Paul
99182250855.wav,300,3003,Melissa
93906552546.wav,99,3036,Sarah
94822619021.wav,376,3002,Lisa
94009493160.wav,75,3047,Patricia
95273637093.wav,54,3015,Kenneth
93128723097.wav,62,3016,Betty
97862658060.wav,376,3037,Donna
98350871798.wav,156,3015,Anthony
99978176176.wav,178,3012,Barbara
99537709716.wav,366,3045,Ashley
94851633359.wav,160,3032,Linda
91195388337.wav,88,3029,Lisa
91707925836.wav,156,3027,Joseph
96565813125.wav,365,3042,Brian
94039259828.wav,168,3027,Matthew
93496771172.wav,388,3018,Elizabeth
91767270909.wav,305,3036,Linda
94165658497.wav,233,3048,Joshua
93701461185.wav,139,3003,Andrew
98252867211.wav,23,3015,Brian
90985299854.wav,390,3026,Andrew
95173226001.wav,31,3044,Sarah
98855119378.wav,151,3047,Ashley
99432143159.wav,37,3049,Dorothy
94164898485.wav,293,3036,Charles
97747990317.wav,181,3017,Dorothy
95074480046.wav,234,3002,Joshua
95134445887.wav,15,3033,Margaret
90960010091.wav,168,3030,Paul
90437957782.wav,57,3035,Anthony
95089826430.wav,320,3020,Donald
98875093796.wav,50,3004,Barbara
99692009780.wav,197,3021,Susan
90009111649.wav,377,3022,Donald
97706329642.wav,185,3015,Michael
97916725187.wav,332,3030,Richard
99453377955.wav,168,3006,Kimberly
96896902905.wav,378,3049,Christopher
95819158262.wav,69,3012,William
91543147819.wav,265,3022,Nancy
96878390453.wav,207,3028,Donald
97012115290.wav,180,3048,Michael
90348434726.wav,286,3027,Patricia
99302676059.wav,215,3024,William
95851881915.wav,28,3047,Andrew
91845284432.wav,187,3012,Robert
98664487510.wav,229,3039,Steven
90812875398.wav,245,3026,Matthew
92811223749.wav,382,3022,Kevin
99919455442.wav,227,3015,Matthew
94082733015.wav,361,3023,Donald
97219765077.wav,190,3044,Emily
93506372865.wav,146,3022,Mary
96821456512.wav,320,3045,Daniel
90467531023.wav,267,3008,Betty
92122044421.wav,124,3044,Christopher
96887610813.wav,289,3036,Emily
94619815404.wav,375,3034,Joseph
98712744087.wav,67,3030,Nancy
93955290843.wav,67,3024,Emily
92635700301.wav,348,3027,Anthony
92233614232.wav,108,3018,Mary
96678924174.wav,155,3034,Michael
97797955610.wav,58,3045,Anthony
99624781198.wav,46,3044,Michelle
95535663641.wav,115,3006,Christopher
96916553175.wav,384,3042,Jessica
91992771626.wav,399,3038,Joshua
97531437602.wav,30,3035,Anthony
95356872050.wav,266,3016,Richard
93761369743.wav,251,3002,Nancy
95171204685.wav,308,3019,Donald
98439766519.wav,68,3020,Steven
91011755838.wav,55,3049,Kevin
94030209131.wav,160,3009,Brian
97801683060.wav,363,3038,Mary
97119959908.wav,133,3009,Mary
95550783582.wav,19,3037,Dorothy
94190022181.wav,77,3026,Charles
98552484998.wav,389,3026,Sandra
93334853305.wav,300,3037,Carol
92917058240.wav,155,3012,Joshua
97112425193.wav,189,3009,Sandra
95253316331.wav,368,3027,Nancy
99205142567.wav,278,3035,Sarah
90684116346.wav,315,3027,John
98104913254.wav,371,3012,Dorothy
96420110523.wav,286,3028,Robert
96921114925.wav,115,3042,Matthew
95078019834.wav,180,3041,Jennifer
90679650799.wav,265,3038,Carol
94463265548.wav,327,3015,Amanda
92276249350.wav,333,3012,Andrew
91956816754.wav,224,3008,Susan
97611515822.wav,9,3012,Richard
90960546044.wav,305,3002,Andrew
93374247123.wav,314,3003,Emily
93254256569.wav,142,3030,Kenneth
95413300314.wav,95,3023,Lisa
99752375290.wav,121,3011,Richard
