file_name,duration(seconds),call_id,agent_name
90029372195.wav,314,3003,Elizabeth
91129475043.wav,305,3009,Paul
98491280465.wav,278,3040,Paul
96438463165.wav,128,3049,Nancy
92922113075.wav,185,3011,Amanda
93486773628.wav,300,3050,Susan
93033471078.wav,251,3044,Susan
90400661857.wav,94,3036,Joshua
90092959586.wav,251,3022,Jennifer
94247323966.wav,60,3007,Michelle
90377707892.wav,219,3013,Linda
90655268047.wav,236,3041,Paul
99051061110.wav,174,3003,John
98840931925.wav,194,3039,Matthew
91865320867.wav,21,3005,Robert
96293916532.wav,233,3030,Carol
91583374029.wav,179,3019,Melissa
96416242624.wav,122,3038,Kenneth
96264513398.wav,145,3000,Elizabeth
96132400621.wav,183,3015,Jessica
92255826424.wav,308,3034,Thomas
91095174326.wav,123,3018,Emily
93823088241.wav,358,3017,Joshua
92968784003.wav,305,3041,Nancy
97474574752.wav,385,3025,Sandra
95052588534.wav,191,3041,Dorothy
92305188363.wav,130,3000,Brian
97986524369.wav,9,3018,Charles
92403417825.wav,385,3028,Susan
90762904145.wav,145,3010,Linda
96991733800.wav,400,3011,John
92811730608.wav,354,3006,Linda
97584324413.wav,153,3000,Carol
99274078710.wav,135,3020,Jennifer
90842216328.wav,339,3023,Jennifer
97526028673.wav,187,3021,Susan
91247038298.wav,370,3029,Paul
96697226109.wav,395,3018,Lisa
98205279046.wav,123,3048,Emily
98323295934.wav,374,3025,William
99588795049.wav,251,3003,George
91923228181.wav,188,3009,Patricia
99945935077.wav,263,3024,Dorothy
92676669082.wav,196,3010,Mary
96336058537.wav,324,3015,Lisa
90812357516.wav,63,3037,David
92611161114.wav,48,3047,Donald
96834141687.wav,76,3025,Sandra
98698278862.wav,306,3000,Charles
97738877991.wav,308,3003,Susan
99249471454.wav,283,3013,Donald
93527370730.wav,353,3038,Joshua
90532036242.wav,193,3017,Amanda
90968211378.wav,221,3035,Dorothy
92540281577.wav,208,3037,Michelle
93518327084.wav,34,3033,Donald
98442566988.wav,146,3004,John
91287636948.wav,368,3012,Brian
94842304343.wav,119,3047,Betty
94980864939.wav,180,3025,Nancy
94659187572.wav,392,3002,Jennifer
96956390970.wav,216,3001,Andrew
91931880598.wav,329,3045,Joshua
90393619591.wav,248,3045,Charles
99118869261.wav,237,3028,Kimberly
97179780999.wav,181,3036,Anthony
92979233344.wav,329,3009,Robert
93330261779.wav,85,3004,Christopher
92727001628.wav,72,3038,Steven
92382880846.wav,36,3013,Amanda
98111113276.wav,46,3016,Paul
95785768148.wav,59,3006,David
94642273081.wav,348,3022,Nancy
96699166496.wav,17,3041,Christopher
97527146163.wav,190,3045,Thomas
97212288461.wav,238,3020,Susan
94627829076.wav,168,3009,Jessica
96976647204.wav,129,3015,George
99440425828.wav,74,3013,Sandra
92017681989.wav,198,3022,Sandra
99119414929.wav,57,3005,Kenneth
93550852268.wav,238,3010,Sandra
98318730214.wav,393,3040,Matthew
96618624265.wav,116,3017,Charles
97282631927.wav,302,3039,Joseph
91925073059.wav,255,3011,Dorothy
95908094229.wav,202,3037,George
92623669860.wav,241,3038,Nancy
94397638542.wav,260,3003,Melissa
96664808578.wav,150,3009,George
97871836111.wav,298,3000,Richard
96437257518.wav,373,3013,Melissa
90986308357.wav,194,3030,Lisa
91963852979.wav,93,3034,Donna
98621856851.wav,199,3001,Donald
93584803268.wav,286,3011,Amanda
94707256473.wav,283,3040,John
95478344689.wav,53,3020,Nancy
90727455016.wav,118,3020,Paul
98239893059.wav,389,3028,William
97203889670.wav,129,3027,Andrew
96279961143.wav,11,3011,Donna
95918450553.wav,366,3022,Kevin
91679212822.wav,101,3012,Emily
92630910150.wav,62,3013,Sandra
98184576703.wav,220,3038,Dorothy
90232886908.wav,233,3050,John
92983456787.wav,165,3021,Susan
95598412650.wav,86,3005,Amanda
95849119896.wav,295,3050,Patricia
99142482971.wav,5,3009,Kevin
94224083466.wav,368,3037,Dorothy
99202928106.wav,58,3029,Susan
94495885108.wav,202,3048,Mark
94668025278.wav,170,3016,Christopher
99705625328.wav,297,3040,Michael
95784678018.wav,167,3012,Nancy
98010602855.wav,209,3008,Margaret
90361174591.wav,246,3034,Elizabeth
92459148360.wav,72,3009,Christopher
99555068309.wav,281,3003,Nancy
96822907462.wav,66,3026,Joseph
93612988584.wav,277,3009,Michael
98919841069.wav,262,3041,Carol
92239954177.wav,19,3005,Kimberly
91312059894.wav,263,3050,Paul
91288189355.wav,391,3025,Paul
94910415086.wav,335,3049,Elizabeth
90672661081.wav,349,3047,Kevin
96505916332.wav,253,3016,David
99760809646.wav,49,3020,Patricia
98607350221.wav,80,3040,Sandra
97735001178.wav,388,3003,Amanda
99848246570.wav,395,3006,Robert
94758621639.wav,371,3040,Emily
93237133877.wav,321,3047,Mark
94615076106.wav,127,3003,Donna
90327898622.wav,90,3002,Barbara
93100548048.wav,54,3033,Nancy
92399343166.wav,345,3016,Michelle
96804187876.wav,99,3043,David
92430127164.wav,57,3004,Sarah
95465971502.wav,367,3008,Brian
94929259281.wav,60,3021,Patricia
94028451642.wav,248,3010,Susan
99263840080.wav,2,3044,Thomas
93394926963.wav,193,3008,Linda
95901310595.wav,26,3025,Lisa
93930908650.wav,366,3027,Richard
94797403296.wav,112,3035,Matthew
99197792044.wav,35,3046,Dorothy
99069391013.wav,276,3021,Melissa
96485848273.wav,104,3028,Mary
91236061939.wav,156,3031,Michael
93554286558.wav,301,3019,Joseph
95356829567.wav,173,3028,Kenneth
95507798730.wav,84,3011,Robert
98583646536.wav,353,3031,George
92732012002.wav,299,3015,Kenneth
98813490343.wav,299,3047,Donald
98343090039.wav,234,3037,Mary
99060619212.wav,224,3021,Brian
90729015512.wav,263,3028,John
91123777857.wav,24,3001,Brian
90964413774.wav,270,3009,Nancy
96162938830.wav,101,3012,Michael
97129829804.wav,261,3036,William
91887800360.wav,294,3030,Carol
99917379166.wav,153,3043,Steven
96045359522.wav,25,3011,Thomas
97483144979.wav,35,3004,Lisa
97981470074.wav,220,3012,Mary
97335226070.wav,145,3030,Joseph
96192953650.wav,360,3035,Mary
98340463433.wav,134,3001,Michael
94799984162.wav,337,3026,Kimberly
99056463744.wav,151,3044,Elizabeth
97937252161.wav,19,3015,Ashley
96319614884.wav,383,3007,Karen
99848853494.wav,377,3030,Melissa
97138984358.wav,98,3011,Amanda
90716999816.wav,157,3049,Lisa
90744776210.wav,79,3022,Ashley
98477516176.wav,378,3020,Brian
94101799640.wav,284,3035,Carol
91225392608.wav,184,3046,Donald
90327456383.wav,323,3037,Sarah
95820769625.wav,59,3036,Lisa
93216391572.wav,384,3012,Anthony
93382292837.wav,25,3014,Melissa
93724738002.wav,189,3042,Lisa
91483218146.wav,313,3009,Melissa
91574833908.wav,25,3043,Steven
95750714448.wav,244,3010,Anthony
97425728347.wav,94,3017,Michelle
91064290925.wav,35,3012,Kenneth
97698000343.wav,38,3046,Joseph
94316534234.wav,72,3050,Sarah
99628675419.wav,191,3030,Paul
