file_name,duration(seconds),call_id,agent_name
96745372809.wav,380,3048,Amanda
96749786840.wav,351,3008,Kimberly
98268860642.wav,34,3001,Donald
93807877011.wav,400,3011,Brian
94919034269.wav,21,3005,Christopher
98627606086.wav,141,3005,Robert
97605342611.wav,18,3009,Anthony
97043542357.wav,164,3038,Susan
99937823004.wav,286,3028,Ashley
94186659467.wav,384,3034,Lisa
95016347705.wav,77,3002,Michael
90575896073.wav,48,3040,George
91068324177.wav,200,3026,Karen
90061066828.wav,204,3049,Elizabeth
99948998551.wav,358,3009,Michelle
91099150001.wav,390,3034,Betty
93300989313.wav,59,3029,Joshua
93213102113.wav,180,3007,Margaret
99110581901.wav,121,3021,Andrew
96816170572.wav,288,3003,Kenneth
91570937253.wav,182,3042,Sarah
99560535169.wav,254,3043,Linda
91774897804.wav,56,3034,Mark
94105556645.wav,342,3009,Emily
97932794181.wav,25,3035,Donna
90155998267.wav,14,3040,Karen
94253946910.wav,185,3047,Joshua
96009727940.wav,202,3012,Barbara
90686259283.wav,295,3033,Anthony
98644498027.wav,224,3020,Margaret
95705728553.wav,400,3033,Matthew
99765197190.wav,49,3028,Charles
99497886668.wav,163,3013,Robert
90425764376.wav,148,3048,Steven
97237588845.wav,27,3047,Carol
92333060287.wav,310,3048,William
96744583291.wav,271,3018,Joseph
98871358449.wav,336,3006,Mary
91429580884.wav,385,3036,Steven
93653354854.wav,281,3036,Linda
94789178692.wav,131,3044,Andrew
98527133786.wav,146,3045,Sarah
96385031116.wav,15,3019,Kenneth
90138012761.wav,55,3005,Michelle
92764448152.wav,16,3027,Jessica
90320702868.wav,333,3032,Kenneth
93913626266.wav,354,3027,Lisa
96434213708.wav,324,3021,Christopher
90644096209.wav,184,3018,Michael
91335700653.wav,65,3024,Elizabeth
98380254584.wav,209,3014,Karen
95045478003.wav,257,3022,Robert
97580368742.wav,13,3016,Donna
98741242203.wav,95,3024,Emily
97053004053.wav,249,3009,Kimberly
98455311195.wav,222,3024,Nancy
96493664502.wav,301,3023,Patricia
91761870360.wav,223,3030,Sandra
92670685196.wav,186,3010,Charles
97911522792.wav,7,3033,Patricia
99156386336.wav,258,3024,Kenneth
91312837769.wav,148,3046,Nancy
96420015516.wav,28,3031,Sarah
92756775200.wav,393,3040,Kimberly
91289078678.wav,50,3038,Anthony
90997791534.wav,294,3019,Michelle
98121586302.wav,201,3048,Thomas
94146642123.wav,146,3049,John
98062945724.wav,30,3002,Anthony
92540203286.wav,391,3001,Andrew
90714037178.wav,204,3014,Donald
95215915278.wav,203,3036,Joseph
93877934643.wav,257,3018,Betty
92143040352.wav,93,3015,John
94573565371.wav,355,3003,Donna
92174720207.wav,391,3037,Carol
96612523365.wav,250,3018,Daniel
95456858962.wav,156,3020,Jessica
94314386254.wav,22,3013,Nancy
92781689567.wav,17,3009,Jessica
92925513195.wav,289,3004,Betty
95506756668.wav,359,3040,Jennifer
98527155506.wav,112,3001,John
98514147743.wav,202,3029,Michael
99654800209.wav,195,3031,Matthew
97474410628.wav,129,3035,Nancy
99270961559.wav,143,3015,Jessica
97146508678.wav,249,3034,Emily
95390381701.wav,18,3018,Donald
91597947683.wav,86,3017,Andrew
98560372477.wav,287,3046,John
97090923271.wav,283,3035,Mark
90578454952.wav,162,3026,Matthew
91531250380.wav,23,3015,Brian
96842516794.wav,87,3022,Daniel
98375896207.wav,369,3031,Kenneth
99564361172.wav,396,3015,Daniel
97303099355.wav,59,3048,Amanda
94675230446.wav,168,3034,John
95690534644.wav,234,3045,Anthony
90395382519.wav,218,3049,John
93707763987.wav,178,3025,John
90918793864.wav,68,3042,Kenneth
92024772477.wav,291,3045,Mark
97577729219.wav,327,3012,Emily
96219106950.wav,241,3017,Karen
96695604694.wav,185,3036,Lisa
97480708690.wav,216,3006,Sarah
95385293035.wav,143,3014,Anthony
98167155255.wav,288,3041,Daniel
98780826488.wav,112,3012,Daniel
97265866397.wav,4,3038,Dorothy
90998956031.wav,35,3024,Patricia
95869665974.wav,169,3016,Joseph
94336841741.wav,12,3008,George
94033109220.wav,94,3043,Elizabeth
92590506322.wav,331,3015,Linda
98507069745.wav,121,3028,Margaret
95734973550.wav,178,3003,Donald
99216295465.wav,185,3002,Michelle
95333890337.wav,74,3034,Melissa
94598121821.wav,215,3023,Ashley
93973569161.wav,127,3035,George
91615876180.wav,53,3030,Andrew
98695598816.wav,183,3020,Richard
94071929843.wav,396,3033,Anthony
95686290317.wav,322,3004,Joseph
91751039045.wav,252,3024,Anthony
92280090180.wav,286,3043,Lisa
97929248397.wav,197,3019,Thomas
96497327745.wav,121,3030,Brian
93966342862.wav,361,3037,Richard
97145536718.wav,249,3022,Steven
92931550300.wav,260,3002,Joshua
99268733045.wav,224,3023,Carol
95003557751.wav,113,3007,Lisa
99143122080.wav,340,3006,Robert
97397025281.wav,387,3015,Andrew
95919723900.wav,301,3020,Steven
93954362123.wav,141,3006,Amanda
99907700676.wav,219,3008,George
94093294261.wav,39,3027,Brian
92815928229.wav,392,3002,Charles
94382840960.wav,46,3011,Steven
91871126316.wav,117,3043,Christopher
94606266943.wav,343,3005,Sandra
92163525908.wav,169,3028,Charles
93900245771.wav,336,3033,Lisa
93782125331.wav,11,3014,Melissa
90848196945.wav,246,3018,Mary
96914786677.wav,327,3004,Christopher
91543487833.wav,46,3037,Karen
95189881044.wav,294,3004,Sarah
94083971794.wav,4,3007,Linda
95248677153.wav,125,3003,George
93396433913.wav,384,3031,Karen
95754525257.wav,302,3045,Steven
93791247627.wav,323,3009,Donald
93188934687.wav,383,3029,Mark
94253610518.wav,190,3048,Mary
92009655357.wav,183,3044,Kenneth
99041371757.wav,258,3024,David
92577362012.wav,310,3008,Emily
96964589888.wav,374,3040,Elizabeth
93588041531.wav,250,3041,Andrew
93156359187.wav,300,3034,Michael
98650174860.wav,320,3027,Matthew
96269694208.wav,322,3010,Joseph
93255915237.wav,317,3034,Patricia
94080814861.wav,215,3037,Susan
93038209130.wav,324,3037,Linda
