file_name,duration(seconds),call_id,agent_name
94529695742.wav,142,3030,Anthony
96292857075.wav,250,3034,Lisa
91188098966.wav,12,3030,George
94118875925.wav,185,3034,Anthony
99403160888.wav,106,3041,Mark
91754861043.wav,216,3040,Carol
94945572696.wav,222,3031,David
94937268732.wav,30,3026,Nancy
95436210452.wav,174,3043,Lisa
92187085026.wav,183,3025,Joseph
98259311768.wav,313,3049,Kimberly
90015346850.wav,212,3032,Dorothy
96346389277.wav,370,3029,Daniel
95684635149.wav,296,3014,Karen
96205552192.wav,230,3048,Emily
98705965918.wav,188,3039,Andrew
99158633728.wav,227,3043,Mary
91926695679.wav,271,3050,Kenneth
96051278940.wav,349,3049,Betty
93913369180.wav,197,3041,Amanda
93437993413.wav,184,3024,Emily
96851635209.wav,394,3025,Daniel
91301264840.wav,200,3050,Richard
98466510301.wav,112,3041,Paul
94238668452.wav,323,3029,Sarah
98435410016.wav,376,3007,Anthony
91606616370.wav,320,3002,Matthew
97360070864.wav,377,3018,Michael
99750656905.wav,102,3016,Margaret
93145499954.wav,370,3030,Amanda
99662987962.wav,256,3019,Margaret
97727863059.wav,233,3027,Richard
92515941619.wav,213,3019,Kevin
96091681128.wav,58,3040,Matthew
99697442716.wav,150,3035,Dorothy
97010905669.wav,45,3037,Richard
97472349216.wav,385,3013,Daniel
92754883530.wav,178,3030,Richard
96816274101.wav,312,3028,Michelle
97745150923.wav,205,3006,Thomas
99764854546.wav,125,3023,Brian
99292698309.wav,220,3007,Donald
98110626049.wav,385,3044,Richard
90455398563.wav,135,3006,Mark
98213525401.wav,19,3033,Paul
93070202141.wav,181,3047,Linda
94343825971.wav,114,3043,Carol
92699071089.wav,339,3003,Kevin
95437092213.wav,65,3047,Matthew
95124652511.wav,297,3036,Linda
90697956146.wav,73,3041,Michael
96019150807.wav,327,3045,Joseph
93821153233.wav,65,3006,Mary
96061398192.wav,34,3008,Sarah
94992200819.wav,267,3042,Amanda
96813494651.wav,5,3038,Betty
90247113911.wav,77,3048,Anthony
99019264004.wav,202,3002,Jessica
90487890894.wav,75,3048,Steven
99459644871.wav,304,3005,Richard
94583843981.wav,302,3050,Lisa
98162788870.wav,178,3048,Kenneth
97185986585.wav,276,3001,Margaret
90661429355.wav,362,3034,Joseph
97985548559.wav,223,3036,Lisa
96145499719.wav,83,3032,Linda
93532603237.wav,331,3008,Karen
97239411536.wav,375,3035,Patricia
95779065604.wav,144,3018,Christopher
90557526453.wav,288,3046,Daniel
92328310537.wav,362,3017,Donna
95214850160.wav,127,3028,Charles
92398614039.wav,30,3001,Jennifer
91265916119.wav,20,3008,Charles
93339497669.wav,259,3034,Sandra
95457172815.wav,158,3006,Linda
96207440347.wav,278,3023,Jessica
97487906174.wav,198,3019,Dorothy
93197085451.wav,110,3045,Michael
99148803515.wav,144,3019,Kenneth
95825812384.wav,332,3042,Barbara
99902395859.wav,196,3018,Christopher
96081908586.wav,378,3039,Thomas
98516971504.wav,137,3006,Anthony
92976426127.wav,371,3023,Christopher
90000174879.wav,93,3023,Brian
97239270041.wav,278,3038,Sarah
96047993882.wav,169,3045,Charles
90528072025.wav,259,3025,Kenneth
91483353392.wav,65,3022,Joseph
97459914421.wav,138,3016,Steven
90841308116.wav,166,3042,Sandra
92659671263.wav,182,3010,Thomas
94575145706.wav,162,3003,David
91851338814.wav,242,3028,Patricia
97653305154.wav,98,3041,Elizabeth
95224805809.wav,392,3019,Nancy
97273018090.wav,360,3023,Joseph
91318027873.wav,297,3027,Nancy
95214070232.wav,85,3005,Elizabeth
90287778044.wav,259,3043,Barbara
98680055129.wav,289,3001,Barbara
94526385257.wav,50,3034,Charles
93365613173.wav,216,3001,Steven
99795673686.wav,196,3043,Thomas
92773456544.wav,144,3047,Amanda
92436058165.wav,217,3015,Matthew
90358412336.wav,46,3005,Brian
93856986803.wav,324,3017,Jennifer
91804018952.wav,22,3017,Matthew
96871892747.wav,90,3043,Brian
93367868436.wav,46,3014,Thomas
92338793101.wav,353,3028,Betty
