file_name,duration(seconds),call_id,agent_name
95300297680.wav,115,3049,Michael
91356592701.wav,353,3038,Donna
96517767484.wav,254,3005,Michael
91241785629.wav,337,3014,Lisa
90083668175.wav,371,3043,Lisa
98512901378.wav,392,3025,Kimberly
95390600249.wav,11,3034,Linda
95564722136.wav,19,3000,Thomas
90474523391.wav,230,3016,Kimberly
91461193279.wav,250,3023,Margaret
93163804511.wav,89,3033,Michelle
91985993425.wav,263,3048,Carol
98519720496.wav,300,3011,Nancy
93087871710.wav,248,3026,Anthony
95738094330.wav,113,3044,Margaret
90327412154.wav,253,3049,Nancy
92769393072.wav,349,3027,Amanda
97536759044.wav,326,3014,Kenneth
91966973838.wav,271,3028,Amanda
96564328243.wav,87,3031,Linda
95092210463.wav,128,3029,Patricia
98136072666.wav,271,3021,Mark
99514347098.wav,236,3006,Melissa
95254674807.wav,199,3002,Carol
94441403869.wav,353,3010,Dorothy
92965990796.wav,83,3042,Nancy
97411855173.wav,170,3048,Michelle
98766470000.wav,349,3033,Michael
91706585122.wav,351,3004,Jessica
91053105308.wav,149,3037,Joseph
98071829151.wav,199,3040,Daniel
92591550000.wav,313,3030,Andrew
97853385054.wav,362,3050,Daniel
96589419292.wav,192,3028,Brian
96800880328.wav,164,3043,Emily
94617303051.wav,313,3008,Mark
98314459677.wav,171,3043,Kevin
91428985596.wav,171,3021,Donald
94378340661.wav,293,3031,Nancy
91199518508.wav,250,3029,Donald
94479652526.wav,222,3012,Karen
93471527279.wav,125,3041,Daniel
99844040308.wav,278,3036,Karen
94019567733.wav,178,3006,Daniel
93336688928.wav,88,3004,Karen
98194093588.wav,325,3008,Anthony
97695585620.wav,2,3040,Emily
99211922150.wav,34,3000,Brian
98952656931.wav,12,3006,Kevin
97877110512.wav,382,3021,Linda
97684435360.wav,350,3037,Richard
97587013771.wav,165,3027,Matthew
95033302409.wav,313,3033,Daniel
96288717366.wav,9,3049,Lisa
98260117807.wav,213,3021,Charles
96529461787.wav,316,3034,Ashley
94834485505.wav,49,3010,Karen
91897979098.wav,329,3013,Steven
94038823368.wav,214,3003,Thomas
94971536791.wav,367,3017,Patricia
96874911887.wav,32,3008,Michelle
91626747387.wav,256,3018,Elizabeth
91342560815.wav,307,3024,Paul
97118034782.wav,142,3022,Sarah
94883154064.wav,389,3008,Jennifer
99572476606.wav,328,3045,Karen
97923947430.wav,245,3033,Paul
93525157267.wav,352,3012,Mary
94173661081.wav,299,3003,Ashley
90519684431.wav,237,3010,Steven
94057866791.wav,65,3019,Nancy
93257072751.wav,318,3030,David
90669829432.wav,198,3041,Anthony
94521785631.wav,357,3010,Christopher
92256226086.wav,103,3012,Joseph
96998087912.wav,80,3048,Margaret
99976595252.wav,200,3002,Sandra
91779846837.wav,161,3003,Richard
98894647843.wav,306,3022,Donald
94295267814.wav,308,3047,Andrew
94560081758.wav,36,3031,Patricia
97836139867.wav,367,3022,Betty
90886565065.wav,140,3012,Kenneth
99135790176.wav,353,3015,Paul
97042814335.wav,109,3032,Susan
94608673987.wav,202,3014,Michael
97735782628.wav,146,3012,Barbara
92847877260.wav,343,3012,Amanda
98260195771.wav,108,3015,Kimberly
96077604707.wav,246,3001,Jessica
96895278327.wav,346,3032,Michael
99679050123.wav,25,3019,Robert
93042966008.wav,150,3023,Kevin
95072205090.wav,272,3011,Andrew
98082021605.wav,155,3009,Susan
94310943500.wav,190,3014,Betty
92900878903.wav,379,3041,Carol
90056286348.wav,49,3034,Amanda
91291579253.wav,298,3000,Robert
90334012152.wav,225,3030,Susan
95307836734.wav,277,3036,Michael
94932250169.wav,195,3020,Dorothy
95694715109.wav,194,3012,Andrew
96861546176.wav,139,3032,Amanda
92922226606.wav,118,3004,Susan
97153772764.wav,33,3022,Kevin
95550587065.wav,282,3006,Richard
98720704094.wav,197,3042,Melissa
