file_name,duration(seconds),call_id,agent_name
97522703632.wav,397,3004,Michelle
93182623690.wav,83,3039,Mary
98160950618.wav,147,3012,John
96431435220.wav,304,3031,Brian
93274953847.wav,282,3000,Nancy
91951233625.wav,347,3022,Thomas
94414440345.wav,262,3015,George
98552416891.wav,16,3008,Daniel
95233318080.wav,142,3000,David
90344479092.wav,75,3002,William
96199978590.wav,143,3048,Barbara
95719012648.wav,112,3034,Christopher
94970304722.wav,48,3045,Paul
93527876617.wav,218,3012,Daniel
96863835174.wav,250,3047,Christopher
99923017379.wav,369,3028,Emily
99354329397.wav,384,3024,Susan
90747964334.wav,187,3005,Amanda
97685311849.wav,392,3014,Emily
91898643569.wav,288,3047,Kimberly
92117927531.wav,34,3024,Charles
92253489480.wav,22,3023,Joshua
93789823210.wav,238,3027,Michelle
94523095673.wav,300,3026,Michelle
97746980672.wav,71,3009,Christopher
99021660769.wav,86,3024,Christopher
91483773513.wav,4,3000,Melissa
94118201690.wav,219,3044,William
93520833491.wav,258,3001,Anthony
91451381611.wav,312,3035,David
94079003178.wav,34,3012,Paul
92946891661.wav,197,3044,Mark
95791761426.wav,187,3033,Jennifer
96280449258.wav,175,3028,Ashley
94505207961.wav,46,3035,Daniel
94308023434.wav,24,3044,Kimberly
93134824011.wav,318,3025,Matthew
96101699635.wav,273,3013,Amanda
99112950778.wav,309,3004,Lisa
90752132040.wav,106,3014,Michelle
93201740098.wav,220,3020,Mark
96243000127.wav,113,3000,Andrew
94362875117.wav,382,3047,Mark
90718767665.wav,360,3030,Elizabeth
93667704026.wav,165,3006,Daniel
94085784334.wav,385,3008,Barbara
99526172074.wav,360,3048,Steven
94958573978.wav,107,3021,Dorothy
99296446547.wav,68,3035,Margaret
91511063030.wav,16,3040,Nancy
96513845507.wav,147,3036,Patricia
99336593078.wav,348,3005,Joseph
95393692123.wav,312,3039,Kenneth
96697476749.wav,6,3031,Nancy
93556003058.wav,44,3000,Sandra
91857892031.wav,355,3014,Lisa
99270144493.wav,149,3005,John
97086117656.wav,128,3021,Joshua
98734460847.wav,65,3009,Jennifer
93764541824.wav,345,3001,Charles
98845954015.wav,15,3026,Andrew
92959492660.wav,276,3046,Joshua
92760237659.wav,390,3022,Andrew
94805803232.wav,124,3003,Margaret
97996981663.wav,209,3040,Charles
97961833674.wav,140,3046,Patricia
96311747290.wav,384,3030,Thomas
91155472964.wav,16,3010,Kimberly
96426808517.wav,60,3027,Brian
95191307698.wav,355,3049,William
92468729347.wav,296,3000,Barbara
91803398340.wav,65,3049,George
96800204272.wav,45,3007,Christopher
93240977829.wav,228,3033,Richard
98652688872.wav,196,3007,Mary
90883798664.wav,197,3034,David
93637896484.wav,43,3006,Paul
91281209425.wav,27,3019,Andrew
91814020356.wav,187,3023,Joseph
96723125474.wav,168,3048,Kimberly
93880177911.wav,208,3006,John
98222211822.wav,92,3026,Donna
97319751900.wav,331,3044,Daniel
97516566168.wav,330,3001,Nancy
90492311453.wav,393,3007,Joseph
93549714130.wav,15,3011,Matthew
92120193939.wav,213,3026,Dorothy
98949084020.wav,94,3010,Christopher
90004006175.wav,233,3000,Thomas
95226381116.wav,119,3021,Michael
90561679939.wav,288,3046,Margaret
93142247924.wav,381,3009,Barbara
94702789070.wav,325,3019,Barbara
98868938357.wav,64,3018,Nancy
98136701265.wav,278,3010,David
95036276833.wav,264,3001,David
93714845931.wav,379,3032,Kimberly
95067412638.wav,75,3041,Kevin
91502938358.wav,397,3045,George
95297774874.wav,203,3035,Michelle
95823241608.wav,371,3031,Donald
90016674464.wav,313,3046,Jessica
91829161682.wav,115,3050,Anthony
91411947049.wav,63,3020,Robert
93885981510.wav,120,3046,Barbara
96398046690.wav,219,3050,Joseph
97983804132.wav,65,3044,Jennifer
98989287751.wav,39,3023,George
92261993564.wav,135,3016,Kimberly
99761410791.wav,205,3022,William
99277618866.wav,163,3006,Richard
93114476226.wav,372,3017,George
95215951089.wav,381,3045,George
98877617967.wav,369,3038,Sarah
94118018311.wav,270,3035,Matthew
96174479453.wav,162,3013,Michelle
93981190824.wav,119,3004,Nancy
94941916875.wav,288,3000,Thomas
94351302025.wav,18,3045,Sarah
95337206341.wav,183,3021,Nancy
97607462441.wav,341,3030,Sarah
95699840191.wav,256,3016,Brian
96852127228.wav,311,3015,Lisa
97557922935.wav,262,3008,Robert
99226877097.wav,369,3009,Kevin
92040722125.wav,211,3019,Sarah
99228945307.wav,13,3041,Elizabeth
94577445372.wav,357,3039,Jennifer
99260972327.wav,376,3001,Mary
95062607970.wav,386,3046,William
95535597190.wav,205,3005,Jessica
90354273763.wav,51,3032,Brian
96438318010.wav,25,3020,Donna
93856228210.wav,272,3013,Richard
98692019361.wav,189,3048,Susan
90505249254.wav,286,3026,Dorothy
98704701255.wav,105,3017,Patricia
92925393635.wav,205,3031,Donald
96627204319.wav,204,3038,Andrew
94688847713.wav,257,3048,Margaret
97741920281.wav,278,3018,Emily
96168529836.wav,241,3012,Elizabeth
90560060903.wav,44,3038,John
95075164177.wav,287,3002,Carol
95802478770.wav,223,3034,Carol
98838374641.wav,327,3015,Jennifer
95446760138.wav,61,3030,Amanda
94345857722.wav,352,3009,Christopher
97783570501.wav,66,3041,Daniel
96232554847.wav,251,3030,Kimberly
97027122880.wav,196,3029,George
99315084859.wav,31,3013,Lisa
94999685246.wav,329,3016,Brian
92414469318.wav,396,3003,Emily
92351350846.wav,190,3008,Patricia
96815555531.wav,41,3036,Anthony
90841286158.wav,67,3017,Ashley
96702519132.wav,127,3025,Sarah
94758142291.wav,23,3018,Paul
90410062802.wav,144,3004,Michelle
94072645563.wav,323,3036,Richard
98373703094.wav,170,3014,Robert
94150969492.wav,398,3030,Karen
93499806387.wav,345,3032,Ashley
96463993710.wav,391,3032,Kimberly
94739864090.wav,277,3029,Ashley
90324094899.wav,257,3024,Patricia
92736691786.wav,67,3005,Richard
95634012521.wav,232,3027,William
91856052656.wav,385,3043,Paul
99056000735.wav,360,3009,Christopher
92943671484.wav,116,3001,Karen
96720062833.wav,232,3014,Margaret
96887669234.wav,77,3022,Barbara
94571065074.wav,294,3040,Karen
95923959986.wav,233,3023,Charles
99691652108.wav,208,3049,Joseph
92619715320.wav,26,3012,Sandra
90218477147.wav,248,3033,Dorothy
92676156489.wav,16,3016,Betty
96958085381.wav,246,3015,Michelle
91498261855.wav,138,3008,Ashley
97654194960.wav,132,3039,Elizabeth
91432829023.wav,351,3008,Robert
95571494100.wav,77,3034,Brian
95214067022.wav,350,3040,Dorothy
90797395018.wav,57,3032,Margaret
95909004807.wav,9,3026,Kenneth
98662547106.wav,146,3033,Kenneth
94754221752.wav,367,3031,Kenneth
93853660996.wav,332,3009,Dorothy
90712609384.wav,199,3011,Mary
92125447186.wav,262,3041,Karen
90407739892.wav,334,3008,Andrew
94362217766.wav,307,3022,Patricia
94145597628.wav,72,3003,Susan
92607863873.wav,111,3011,Patricia
91841545362.wav,1,3002,David
96470863844.wav,167,3024,Sarah
