file_name,duration(seconds),call_id,agent_name
95570539880.wav,113,3042,Michael
98011523940.wav,138,3019,Patricia
95935800609.wav,19,3032,Mary
91726294112.wav,10,3049,Charles
90615549800.wav,309,3004,Susan
90295087844.wav,215,3048,Steven
90170333998.wav,122,3014,Sandra
91042563468.wav,74,3003,Michael
94480228770.wav,375,3041,Sandra
98144861228.wav,186,3008,Karen
92576105751.wav,9,3007,Donald
95397103233.wav,243,3042,Anthony
96300308353.wav,45,3017,Kimberly
98969718271.wav,80,3046,Emily
94839806180.wav,141,3037,Paul
97183483842.wav,299,3035,Kimberly
99417188545.wav,299,3024,Andrew
94423662016.wav,194,3001,Nancy
92068950559.wav,399,3028,Margaret
99283923000.wav,363,3018,Patricia
90327294810.wav,123,3003,Robert
93931029833.wav,182,3007,Ashley
97985987943.wav,220,3027,Steven
99549881288.wav,5,3021,Christopher
90229923352.wav,175,3029,Paul
99673514547.wav,50,3042,Margaret
99343722268.wav,315,3022,Michelle
99130918988.wav,124,3040,Donald
97525850619.wav,36,3049,Dorothy
98720912880.wav,279,3006,Kimberly
96186092953.wav,248,3034,Mary
96167269135.wav,350,3017,Richard
94543452150.wav,271,3042,Robert
90140604445.wav,26,3021,Melissa
90805520938.wav,76,3033,Melissa
94497755830.wav,233,3003,Joshua
98884490918.wav,68,3024,Charles
93381166244.wav,149,3028,Elizabeth
95780278891.wav,29,3002,Melissa
93391027319.wav,14,3019,Patricia
95434474986.wav,360,3000,Betty
98767287662.wav,187,3024,Susan
99434075702.wav,197,3015,Kimberly
97628352837.wav,278,3014,Melissa
91894583425.wav,215,3044,Donald
97735844806.wav,65,3026,Joshua
91450268316.wav,359,3026,Richard
90496094701.wav,349,3006,Melissa
97983741505.wav,122,3003,Nancy
90344550200.wav,87,3023,Carol
98576156866.wav,78,3003,David
96630900248.wav,301,3012,Kevin
97533791917.wav,269,3050,Amanda
93780403982.wav,56,3003,Richard
97581508069.wav,58,3037,Margaret
90378322484.wav,227,3024,John
93597165868.wav,82,3006,Charles
95963892131.wav,373,3020,Carol
97728469065.wav,392,3019,David
91642196232.wav,318,3041,Melissa
91645072260.wav,28,3004,Barbara
95612890234.wav,393,3026,Steven
92721891620.wav,356,3025,Jessica
93418973762.wav,36,3010,Kenneth
95270777317.wav,110,3040,Kevin
98180818874.wav,140,3035,Donna
95789917407.wav,174,3009,Carol
94168602890.wav,209,3037,Brian
98776269273.wav,184,3002,Thomas
93111076452.wav,22,3037,Richard
92364425083.wav,400,3036,William
92217028673.wav,232,3048,Jennifer
91844451009.wav,196,3038,Kimberly
97577123890.wav,223,3027,Dorothy
96878607170.wav,100,3031,Carol
95653229553.wav,276,3011,Linda
92696316006.wav,268,3003,Amanda
94636230415.wav,339,3050,Betty
92949809300.wav,304,3032,Daniel
93961938395.wav,93,3020,Donald
95363546338.wav,325,3017,Steven
99655121544.wav,78,3045,Mary
99257342304.wav,200,3018,Jessica
90376979932.wav,73,3050,Donald
92060630381.wav,226,3036,George
93505171846.wav,95,3007,David
91313777112.wav,107,3048,Kenneth
96864496554.wav,379,3032,Barbara
90076353104.wav,326,3046,Emily
92474728093.wav,69,3023,Paul
97606267800.wav,199,3017,Anthony
99723236153.wav,67,3023,Sarah
98653033937.wav,146,3046,Kenneth
93697841614.wav,377,3025,Kevin
93900680017.wav,206,3029,Michael
90668174076.wav,8,3012,Christopher
94070875728.wav,117,3041,Thomas
95623289478.wav,159,3016,Margaret
99037937705.wav,66,3006,Jennifer
95691481603.wav,245,3045,Richard
90338329110.wav,329,3003,George
93925794025.wav,335,3048,Emily
96044240703.wav,80,3023,Sandra
99300976479.wav,80,3012,Dorothy
94659416736.wav,354,3045,Robert
99531821191.wav,399,3024,Emily
90949309178.wav,310,3030,Brian
95765539547.wav,157,3037,Emily
94114804152.wav,26,3032,Amanda
94480379477.wav,62,3007,Anthony
98019691487.wav,150,3013,Ashley
92107199322.wav,49,3032,Sarah
96314571707.wav,268,3032,William
90930604514.wav,18,3037,Dorothy
92493394655.wav,314,3028,Mary
90763863448.wav,39,3016,Michelle
98320244339.wav,30,3005,Elizabeth
97569322219.wav,398,3033,Jessica
91121323118.wav,7,3028,Jessica
92452484715.wav,324,3017,Linda
99755570283.wav,153,3014,Carol
91396558332.wav,384,3034,Jennifer
99144810458.wav,50,3033,Sandra
98767174353.wav,199,3005,Barbara
92364595542.wav,121,3006,Thomas
92339928466.wav,380,3011,Mary
95503682281.wav,181,3025,Melissa
98862592064.wav,69,3045,Joshua
99693158313.wav,96,3026,Michelle
93368169555.wav,104,3017,Paul
93700360404.wav,276,3039,Michael
99779419874.wav,123,3012,Daniel
95131436763.wav,149,3024,Jessica
95462072040.wav,40,3049,Lisa
91897459152.wav,321,3030,Paul
93098625302.wav,138,3025,Sandra
99893642513.wav,339,3024,Richard
94338343824.wav,175,3036,Matthew
90238098445.wav,342,3018,Karen
99995672888.wav,15,3041,Elizabeth
98742430318.wav,104,3047,Barbara
91062084670.wav,166,3019,Sandra
92892825563.wav,256,3014,Karen
96579876862.wav,199,3021,Anthony
95413486484.wav,389,3030,Amanda
92077357245.wav,204,3001,Joseph
99409823427.wav,9,3044,Andrew
90730532793.wav,136,3015,Barbara
94819385170.wav,38,3012,Lisa
90970028368.wav,313,3018,Daniel
94172908901.wav,318,3046,Andrew
95371221999.wav,215,3011,Anthony
95642552839.wav,121,3035,Joshua
92163764773.wav,66,3040,Emily
92051332036.wav,297,3018,Brian
90815824198.wav,351,3014,Michelle
91736214486.wav,298,3015,George
92069798965.wav,270,3028,Amanda
94896001141.wav,144,3026,Andrew
99884088246.wav,278,3015,William
98454383891.wav,268,3035,Matthew
98334916446.wav,93,3005,Christopher
92925304961.wav,30,3041,Linda
91731588664.wav,211,3000,Joshua
98044423237.wav,182,3032,Margaret
95690618512.wav,126,3011,Steven
99016333589.wav,273,3041,Mary
91965794105.wav,112,3033,John
92058602276.wav,270,3040,Ashley
92633951218.wav,251,3045,Margaret
94637120836.wav,295,3027,Thomas
95746987126.wav,264,3025,Margaret
90522687544.wav,229,3036,Steven
90138712910.wav,235,3028,Jessica
99161522460.wav,6,3044,Kimberly
90437392581.wav,319,3019,Elizabeth
91174980149.wav,125,3026,Paul
92154863871.wav,147,3028,Kenneth
95416756628.wav,355,3028,Brian
95200619372.wav,119,3035,Michelle
91921788522.wav,298,3048,Dorothy
92798159845.wav,20,3045,Sarah
94552831002.wav,238,3002,Ashley
92903784040.wav,386,3039,Karen
94372266145.wav,317,3027,Karen
96650479704.wav,225,3028,Brian
99890806349.wav,89,3007,Joseph
99970150991.wav,13,3020,Mark
94902440447.wav,261,3028,Patricia
96019786388.wav,263,3020,Karen
92062530502.wav,84,3039,Richard
93701474479.wav,262,3034,Thomas
98674287344.wav,387,3023,Jessica
95638159672.wav,114,3004,Kevin
98328389171.wav,70,3027,Christopher
96650405340.wav,278,3048,William
94887344950.wav,85,3001,Joseph
95727864793.wav,112,3002,Sandra
97284300355.wav,117,3023,Sarah
