file_name,duration(seconds),call_id,agent_name
91383851574.wav,203,3048,Betty
98689283581.wav,220,3041,Melissa
99265577763.wav,359,3032,Richard
95523493405.wav,48,3027,Brian
91172250899.wav,277,3008,Kevin
96683590708.wav,320,3031,Susan
96306113150.wav,97,3023,Kevin
94206125375.wav,30,3034,Joshua
92874226253.wav,9,3025,Lisa
91990036048.wav,68,3018,Dorothy
93912959109.wav,301,3037,Linda
91331321357.wav,200,3016,Brian
93765613890.wav,376,3020,Linda
98971664626.wav,390,3038,Susan
93697647609.wav,331,3017,Linda
90885838768.wav,392,3035,Andrew
96460933275.wav,127,3001,Carol
90571725174.wav,5,3009,Donald
98006547611.wav,283,3025,Kimberly
98636219722.wav,1,3040,Charles
98232241651.wav,25,3043,Mark
93560287597.wav,374,3036,Charles
96123843818.wav,348,3038,Margaret
98979988463.wav,108,3001,Emily
94688526326.wav,184,3035,Michelle
96521187667.wav,119,3021,Paul
93857927403.wav,268,3035,Anthony
97382441878.wav,292,3028,Joshua
91758474244.wav,347,3012,Paul
92929730266.wav,71,3028,Jennifer
98556950145.wav,340,3040,Michael
90660284382.wav,54,3041,Richard
90292335620.wav,384,3028,Jessica
94037540991.wav,12,3003,Betty
96948102611.wav,109,3021,Michael
94127310809.wav,46,3040,John
99936689946.wav,84,3049,Melissa
90356915617.wav,27,3025,Emily
98112702274.wav,54,3049,Thomas
99667356158.wav,395,3043,Mark
98545754745.wav,155,3037,Daniel
92372816781.wav,223,3049,Jessica
99471942216.wav,36,3027,Mary
92067408561.wav,43,3049,David
95301164769.wav,294,3009,Jessica
92540015112.wav,62,3042,Brian
95229356553.wav,324,3008,Matthew
98695226411.wav,317,3043,Kimberly
91717280984.wav,189,3019,Brian
90239135036.wav,265,3027,Mary
97920996662.wav,165,3036,Dorothy
97563894758.wav,334,3028,William
93268423672.wav,276,3037,Dorothy
96120755449.wav,369,3006,Steven
95891787701.wav,380,3021,Thomas
95278748816.wav,242,3002,Joshua
